id,name,sex,source,weight
962,Shea,M,SS,18975
963,Uneeda,F,SS,110
964,Michaeljoseph,M,SS,234
965,Teighan,F,SS,87
966,Temple,F,SS,5608
967,Nafees,M,SS,96
968,Marquet,M,SS,553
969,Pedro,F,SS,1508
970,Poleth,F,SS,48
971,Odysseus,M,SS,204
972,Roberto,F,SS,2594
973,Macyn,F,SS,1227
974,Khandra,F,SS,14
975,Krissy,F,SS,5824
976,Delitha,F,SS,244
977,Deshane,F,SS,50
978,Musiq,M,SS,32
979,Kymari,F,SS,289
980,Jenin,F,SS,325
981,Karmelo,M,SS,740
982,Jorma,M,SS,228
983,Linzie,F,SS,1394
984,Palak,M,SS,13
985,Imala,F,SS,45
986,Jacorrian,M,SS,36
987,Anvita,F,SS,637
988,Aramie,F,SS,14
989,Atheena,F,SS,352
990,Azyriah,F,SS,114
991,Babs,F,SS,996
992,Akaria,F,SS,15
993,Danilee,F,SS,26
994,Annaliesa,F,SS,182
995,Sheriee,F,SS,17
996,Taquana,F,SS,864
997,Tashayla,F,SS,1115
998,Tenijah,F,SS,13
999,Therease,F,SS,14
1000,Timica,F,SS,332
1001,Savvas,M,SS,159
1002,Rafi,M,SS,1082
1003,Tranessa,F,SS,18
1004,Zalma,F,SS,222
1005,Verly,F,SS,22
1006,Sheon,M,SS,14
1007,Obra,M,SS,237
1008,Ronata,F,SS,113
1009,Rosaleah,F,SS,31
1010,Wilnelia,F,SS,20
1011,Ryle,F,SS,77
1012,Sachika,F,SS,16
1013,Lenoard,M,SS,2560
1014,Matalin,F,SS,133
1015,Pascual,M,SS,8764
1016,Natilyn,F,SS,37
1017,Nayan,F,SS,13
1018,Sharryl,F,SS,154
1019,Mushtaq,F,SS,13
1020,Kathelyn,F,SS,575
1021,Kathia,F,SS,3125
1022,Keywan,M,SS,139
1023,Khaloni,F,SS,14
1024,Kinzer,M,SS,27
1025,Kynzee,F,SS,256
1026,Larren,F,SS,59
1027,Dilia,F,SS,666
1028,Gara,F,SS,1043
1029,Lucesita,F,SS,33
1030,Lyrics,F,SS,64
1031,Jwan,F,SS,30
1032,Hristo,M,SS,49
1033,Kawana,F,SS,2865
1034,Keton,M,SS,16
1035,Lirim,M,SS,16
1036,Kyneshia,F,SS,16
1037,Bassem,M,SS,69
1038,Estell,F,SS,41781
1039,Faune,F,SS,14
1040,Ismet,M,SS,26
1041,Jovann,F,SS,18
1042,Jream,F,SS,68
1043,Huzaifah,M,SS,18
1044,Ebonii,F,SS,31
1045,Hiba,F,SS,3089
1046,Gregrory,M,SS,14
1047,Jahzier,M,SS,148
1048,Jasreet,F,SS,14
1049,Alieya,F,SS,65
1050,Anachristina,F,SS,120
1051,Bethsaida,F,SS,713
1052,Brandelynn,F,SS,16
1053,Ahad,M,SS,878
1054,Ahlona,F,SS,13
1055,Yaniris,F,SS,285
1056,Youness,M,SS,77
1057,Vernis,F,SS,858
1058,Meyra,F,SS,14
1059,Milica,F,SS,718
1060,Teodulo,M,SS,170
1061,Taekwon,M,SS,104
1062,Takeya,F,SS,1798
1063,Vinathi,F,SS,16
1064,Tyson,M,SS,96522
1065,Ulrike,F,SS,56
1066,Vennesa,F,SS,148
1067,Raylee,F,SS,4485
1068,Menal,F,SS,13
1069,Pritika,F,SS,110
1070,Shrea,F,SS,16
1071,Shayera,F,SS,65
1072,Tonantzin,F,SS,363
1073,Jimm,M,SS,53
1074,Lutrell,F,SS,21
1075,Nitza,F,SS,1489
1076,Nizhonii,F,SS,16
1077,Khadyn,M,SS,57
1078,Kinsly,F,SS,62
1079,Alesha,M,SS,16
1080,Janiah,F,SS,8344
1081,Faelynn,F,SS,35
1082,Laylanni,F,SS,35
1083,Huguette,F,SS,79
1084,Kerl,F,SS,30
1085,Darrien,F,SS,970
1086,Annias,M,SS,56
1087,Arlene,F,SS,560114
1088,Elener,F,SS,709
1089,Halah,F,SS,291
1090,Higinio,M,SS,2257
1091,Baiden,M,SS,72
1092,Alise,F,SS,8609
1093,Bertia,F,SS,97
1094,Dorie,M,SS,123
1095,Jahid,M,SS,329
1096,Andrica,F,SS,89
1097,Teckla,F,SS,3262
1098,Terr,M,SS,12
1099,Thurza,F,SS,448
1100,Trashawn,F,SS,76
1101,Vanden,M,SS,217
1102,Vannette,F,SS,86
1103,Yosman,M,SS,13
1104,Merwyn,F,SS,46
1105,Mistique,F,SS,61
1106,Symya,F,SS,105
1107,Sabrinamarie,F,SS,30
1108,Satsuko,F,SS,23
1109,Ranetta,F,SS,325
1110,Ranyia,F,SS,163
1111,Wala,F,SS,15
1112,Donminique,M,SS,13
1113,Dontarious,M,SS,273
1114,Oluseun,M,SS,13
1115,Todrick,M,SS,254
1116,Rian,M,SS,9639
1117,Worth,M,SS,13875
1118,Dianelis,F,SS,99
1119,Maiki,M,SS,13
1120,Norland,M,SS,65
1121,Penella,F,SS,13
1122,Navajo,M,SS,174
1123,Dominique,M,SS,56284
1124,Cedarius,M,SS,240
1125,Cera,F,SS,3357
1126,Keanda,F,SS,46
1127,Kei,M,SS,941
1128,Kenden,M,SS,501
1129,Kenta,F,SS,16
1130,Basilios,M,SS,16
1131,Fadra,F,SS,86
1132,Faithmarie,F,SS,61
1133,Isaabella,F,SS,13
1134,Juliamae,F,SS,13
1135,Kaddie,F,SS,99
1136,Arjit,M,SS,32
1137,Degan,M,SS,910
1138,Ensar,M,SS,22
1139,Irish,F,SS,3877
1140,Jessy,M,SS,12102
1141,Jarmaris,M,SS,13
1142,Asela,F,SS,17
1143,Aynsleigh,F,SS,16
1144,Azanae,F,SS,13
1145,Alleyne,F,SS,930
1146,Bethlehem,F,SS,756
1147,Cresencio,M,SS,2892
1148,Tenasha,F,SS,65
1149,Timmothy,M,SS,11096
1150,Robenia,F,SS,56
1151,Rosolino,M,SS,16
1152,Sydnii,F,SS,16
1153,Ravynn,F,SS,140
1154,Tylashia,F,SS,92
1155,Yamaya,F,SS,21
1156,Philomenia,F,SS,65
1157,Queshaun,M,SS,14
1158,Mariangela,F,SS,714
1159,Simmons,M,SS,103
1160,Nataliemarie,F,SS,16
1161,Sharesse,F,SS,65
1162,Jeannett,F,SS,2698
1163,My,M,SS,686
1164,Kamela,F,SS,1931
1165,Nived,M,SS,48
1166,Kourteney,F,SS,47
1167,Loval,M,SS,22
1168,Lometa,F,SS,407
1169,Laerica,F,SS,92
1170,Lajasmine,F,SS,70
1171,Laquenta,F,SS,206
1172,Dekyra,F,SS,72
1173,Gasia,F,SS,13
1174,Jacobi,F,SS,702
1175,Jzabehl,F,SS,15
1176,Kaetlynn,F,SS,44
1177,Charnece,F,SS,13
1178,Kaviyon,M,SS,14
1179,Keandra,F,SS,3571
1180,Edford,M,SS,51
1181,Jaily,F,SS,98
1182,Jake,F,SS,570
1183,Jaque,F,SS,61
1184,Bartow,M,SS,555
1185,Isaira,F,SS,29
1186,Danielly,F,SS,158
1187,Jadynn,F,SS,1211
1188,Antanique,F,SS,93
1189,Dedie,F,SS,231
1190,Erdine,F,SS,1442
1191,Ervie,F,SS,325
1192,Chih,M,SS,18
1193,Choya,F,SS,45
1194,Ciin,F,SS,22
1195,Cordy,F,SS,265
1196,Brigida,F,SS,2355
1197,Byford,M,SS,521
1198,Alleen,F,SS,6640
1199,Anchal,F,SS,90
1200,Braxdyn,M,SS,15
1201,Conrad,F,SS,71
1202,Dshaun,M,SS,634
1203,Akoya,F,SS,13
1204,Thenia,F,SS,56
1205,Therrell,M,SS,24
1206,Vatche,M,SS,67
1207,Yerin,F,SS,58
1208,Zhoie,F,SS,77
1209,Milez,M,SS,68
1210,Taysir,M,SS,31
1211,Temeca,F,SS,289
1212,Stonie,M,SS,77
1213,Swan,M,SS,757
1214,Synai,F,SS,422
1215,Saja,F,SS,1289
1216,Sareen,F,SS,311
1217,Serenaty,F,SS,31
1218,Nevyn,F,SS,13
1219,Shaunta,M,SS,114
1220,Nykia,F,SS,2574
1221,Torilyn,F,SS,80
1222,Riesha,F,SS,40
1223,Ronda,F,SS,95561
1224,Levance,M,SS,31
1225,Louvinia,F,SS,1548
1226,Paj,F,SS,29
1227,Raburn,M,SS,211
1228,Marigene,F,SS,494
1229,Nache,F,SS,41
1230,Kiku,F,SS,38
1231,Kimella,F,SS,12
1232,Kristepher,M,SS,14
1233,Rayshun,M,SS,853
1234,Leighlani,F,SS,19
1235,Letica,F,SS,565
1236,Deklan,M,SS,1280
1237,Demarrie,M,SS,21
1238,Demitrious,M,SS,194
1239,Devraj,M,SS,32
1240,Jeanni,F,SS,369
1241,Monnie,F,SS,16063
1242,Cheryle,F,SS,15236
1243,Kendahl,M,SS,131
1244,Joselyn,F,SS,36102
1245,Lliam,M,SS,519
1246,Marbely,F,SS,49
1247,Dejuna,F,SS,15
1248,Jalilah,F,SS,204
1249,Evonna,F,SS,754
1250,Ezelle,M,SS,182
1251,Isamel,M,SS,17
1252,Jacky,F,SS,3183
1253,Cerrisa,F,SS,14
1254,Dejamarie,F,SS,15
1255,Idellar,F,SS,238
1256,Eesa,M,SS,231
1257,Giovannina,F,SS,504
1258,Gipson,M,SS,13
1259,Jaleh,F,SS,122
1260,Camey,F,SS,498
1261,Dallyce,F,SS,17
1262,Jacquette,F,SS,455
1263,Annessa,F,SS,1672
1264,Arantza,F,SS,479
1265,Arielyn,F,SS,13
1266,Avelardo,M,SS,647
1267,Amalin,F,SS,18
1268,Anastazia,F,SS,1553
1269,Berkeley,F,SS,2075
1270,Birche,M,SS,17
1271,Cleota,F,SS,1594
1272,Zorayda,F,SS,13
1273,Shermia,F,SS,43
1274,Milagros,M,SS,12
1275,Tanni,F,SS,14
1276,Thurston,M,SS,14535
1277,Tiane,F,SS,193
1278,Riquel,F,SS,69
1279,Xalia,F,SS,14
1280,Malekai,M,SS,187
1281,Salama,F,SS,39
1282,Tramar,M,SS,160
1283,Tyffani,F,SS,361
1284,Jeilianys,F,SS,14
1285,Murdoch,M,SS,53
1286,Nicholas,F,SS,8858
1287,Kiare,F,SS,68
1288,Nyiasia,F,SS,16
1289,Tjay,M,SS,320
1290,Lillis,F,SS,6272
1291,Lindsley,F,SS,43
1292,Margherite,F,SS,39
1293,Derykah,F,SS,73
1294,Dionisio,M,SS,3305
1295,Jediel,M,SS,52
1296,Euda,F,SS,397
1297,Fread,M,SS,2015
1298,Jovonn,M,SS,59
1299,Charlita,F,SS,1246
1300,Cheryllynne,F,SS,13
1301,Keahi,M,SS,398
1302,Irving,M,SS,268655
1303,Harleen,F,SS,1678
1304,Gola,F,SS,3503
1305,Graylee,F,SS,38
1306,Baylen,M,SS,1605
1307,Ethredge,M,SS,24
1308,Camyla,F,SS,194
1309,Dalibor,M,SS,15
1310,Dashae,M,SS,14
1311,Anngelina,F,SS,16
1312,Araia,F,SS,44
1313,Arbella,F,SS,223
1314,Aryani,F,SS,32
1315,Amaijah,F,SS,13
1316,Asianah,F,SS,13
1317,Brandyce,F,SS,286
1318,Adaleigh,F,SS,562
1319,Annitte,F,SS,18
1320,Aretzy,F,SS,55
1321,Debar,F,SS,330
1322,Tiaura,F,SS,24
1323,Malaena,F,SS,13
1324,Saral,M,SS,19
1325,Tucker,M,SS,69779
1326,Seydi,F,SS,77
1327,Zhara,F,SS,228
1328,Teagon,M,SS,235
1329,Marticia,F,SS,195
1330,Prather,M,SS,267
1331,Richard,M,SS,9213458
1332,Roselina,F,SS,104
1333,Shakia,F,SS,6426
1334,Sheehan,M,SS,187
1335,Garry,F,SS,555
1336,Makhila,F,SS,58
1337,Lenes,M,SS,22
1338,Mckenzy,M,SS,80
1339,Mariyana,F,SS,214
1340,Markus,M,SS,32797
1341,Latravia,F,SS,550
1342,Jillaine,F,SS,646
1343,Joaquin,M,SS,62631
1344,Lindsey,M,SS,35715
1345,Jeanpaul,M,SS,4411
1346,Jenniferlee,F,SS,67
1347,Huntur,M,SS,26
1348,Eagan,M,SS,531
1349,Edy,M,SS,1130
1350,Jamiel,F,SS,55
1351,Evonda,F,SS,524
1352,Cattleya,F,SS,22
1353,Amarelis,F,SS,119
1354,Clemente,M,SS,11134
1355,Cyril,M,SS,65945
1356,Brynton,M,SS,29
1357,Efstratios,M,SS,36
1358,Albia,F,SS,27
1359,Merlyn,M,SS,14092
1360,Thornwell,M,SS,24
1361,Tiniqua,F,SS,15
1362,Symon,M,SS,777
1363,Sanjith,M,SS,166
1364,Willia,M,SS,2124
1365,Yuhanna,M,SS,14
1366,Shadrick,M,SS,1537
1367,Merina,F,SS,732
1368,Tionna,F,SS,6242
1369,Rayjay,M,SS,13
1370,Rida,M,SS,99
1371,Siegfried,M,SS,2370
1372,Silverio,M,SS,5322
1373,Skilynn,F,SS,193
1374,Martie,F,SS,4172
1375,Quince,M,SS,2518
1376,Tamaj,M,SS,207
1377,Odean,M,SS,1452
1378,Orben,M,SS,154
1379,Orlandis,M,SS,220
1380,Kisha,M,SS,38
1381,Lukian,M,SS,28
1382,Denielle,F,SS,2776
1383,Nicie,F,SS,3297
1384,Matilde,M,SS,854
1385,Maykala,F,SS,99
1386,Kael,F,SS,26
1387,Keagon,M,SS,422
1388,Jolee,F,SS,6425
1389,Jayvn,M,SS,41
1390,Keomi,F,SS,17
1391,Kerensa,F,SS,1330
1392,Aldahir,M,SS,479
1393,Janney,F,SS,107
1394,Farrel,F,SS,168
1395,Cearia,F,SS,109
1396,Chenita,F,SS,1095
1397,Justinian,M,SS,177
1398,Autie,M,SS,72
1399,Cohan,M,SS,295
1400,Adylin,F,SS,81
1401,Dantoni,M,SS,33
1402,Daphene,F,SS,1985
1403,Darilyn,F,SS,1707
1404,Tarkeshia,F,SS,16
1405,Veya,F,SS,22
1406,Wendalyn,F,SS,147
1407,Xiomara,F,SS,16702
1408,Yanin,F,SS,326
1409,Yuli,F,SS,492
1410,Sherial,F,SS,237
1411,Richand,M,SS,24
1412,Rossie,M,SS,4409
1413,Sopaul,M,SS,13
1414,Suzetta,F,SS,564
1415,Shahira,F,SS,196
1416,Malashia,F,SS,236
1417,Macgregor,M,SS,626
1418,Mahisha,F,SS,17
1419,Divante,M,SS,424
1420,Mekeisha,F,SS,38
1421,Meledy,F,SS,13
1422,Maricia,F,SS,952
1423,Jayleene,F,SS,280
1424,Montreal,M,SS,2655
1425,Khayri,M,SS,510
1426,Kiyler,M,SS,14
1427,Lynder,F,SS,14
1428,Lynken,M,SS,17
1429,Jackquelyn,F,SS,703
1430,Julizza,F,SS,147
1431,Kahn,M,SS,86
1432,Kaylean,F,SS,210
1433,Lacinda,F,SS,2561
1434,Laderion,M,SS,31
1435,Girthie,F,SS,26
1436,Jesslyn,F,SS,4387
1437,Jailen,M,SS,2747
1438,Eulalia,F,SS,33919
1439,Frimet,F,SS,920
1440,Ivoree,F,SS,116
1441,Brinley,M,SS,149
1442,Brion,M,SS,7172
1443,Callan,M,SS,3544
1444,Deina,F,SS,264
1445,Emperess,F,SS,13
1446,Ginetta,F,SS,31
1447,Azrielle,F,SS,199
1448,Beverlyann,F,SS,552
1449,Brannock,M,SS,18
1450,Cristos,M,SS,93
1451,Alysa,F,SS,17661
1452,Anali,F,SS,3284
1453,Michel,F,SS,9576
1454,Tasnim,F,SS,1101
1455,Teeana,F,SS,14
1456,Yamaira,F,SS,181
1457,Yishay,M,SS,29
1458,Zakkiyya,F,SS,205
1459,Zein,M,SS,383
1460,Zelline,F,SS,23
1461,Merrill,M,SS,68759
1462,Rebeccajo,F,SS,17
1463,Rheeta,F,SS,43
1464,Shamere,F,SS,511
1465,Shawna,M,SS,317
1466,Rawson,M,SS,130
1467,Tumekia,F,SS,17
1468,Nichloas,M,SS,117
1469,Layla,F,SS,113568
1470,Lerome,M,SS,15
1471,Shritan,M,SS,45
1472,Paizlee,F,SS,427
1473,Ollie,F,SS,496405
1474,Labreeska,F,SS,121
1475,Jenettie,F,SS,21
1476,Keorra,F,SS,14
1477,Keshia,F,SS,15196
1478,Delight,F,SS,4706
1479,Denis,M,SS,65983
1480,Jaeleah,F,SS,65
1481,Baynard,M,SS,24
1482,Caryn,F,SS,33967
1483,Cenia,F,SS,522
1484,Isriel,M,SS,13
1485,Keaston,M,SS,334
1486,Hytham,M,SS,14
1487,Iley,F,SS,150
1488,Aleeyah,F,SS,1885
1489,Alene,M,SS,22
1490,Daylinn,F,SS,27
1491,Daynah,F,SS,155
1492,Breck,F,SS,991
1493,Antavius,M,SS,579
1494,Ariell,F,SS,1863
1495,Arlease,F,SS,13
1496,Arletta,F,SS,13224
1497,Emmelin,F,SS,35
1498,Claiborne,F,SS,45
1499,Dorion,M,SS,1359
1500,Dudley,M,SS,69098
1501,Ahyanna,F,SS,127
1502,Damarques,M,SS,63
1503,Damiane,M,SS,89
1504,Arvell,M,SS,1399
1505,Atiyyah,F,SS,26
1506,Beldon,M,SS,420
1507,Benjaminjoseph,M,SS,13
1508,Blayton,M,SS,500
1509,Bradey,F,SS,23
1510,Uta,F,SS,58
1511,Zylin,M,SS,57
1512,Sheteka,F,SS,22
1513,Mirsab,M,SS,14
1514,Maleya,F,SS,705
1515,Sahra,F,SS,1732
1516,Railynn,F,SS,384
1517,Treshaun,F,SS,13
1518,Trinh,F,SS,1178
1519,Trygve,M,SS,1069
1520,Ovide,M,SS,820
1521,Ronniya,F,SS,13
1522,Sofiyah,F,SS,30
1523,Stedmen,M,SS,16
1524,Shaunessy,F,SS,186
1525,Maleiya,F,SS,91
1526,Nicklas,M,SS,6074
1527,Leavon,M,SS,23
1528,Pearl,M,SS,58857
1529,Naomy,F,SS,2968
1530,Neepa,F,SS,17
1531,Oluwatomilola,F,SS,14
1532,Javeon,M,SS,2944
1533,Lamarc,M,SS,41
1534,Jhordan,M,SS,421
1535,Jenelly,F,SS,33
1536,Korday,M,SS,33
1537,Demetress,F,SS,357
1538,Jaikob,M,SS,158
1539,Ewan,M,SS,3730
1540,Chalino,M,SS,87
1541,Jovahn,M,SS,381
1542,Kahiem,M,SS,14
1543,Jaslynne,F,SS,187
1544,Duwan,M,SS,587
1545,Eillie,F,SS,14
1546,Elbia,F,SS,175
1547,Jessena,F,SS,33
1548,Jadakis,M,SS,83
1549,Jahnee,F,SS,139
1550,Alaria,F,SS,121
1551,Bunice,F,SS,245
1552,Arik,M,SS,5358
1553,Elizamarie,F,SS,39
1554,Emely,F,SS,37611
1555,Enjoli,F,SS,2421
1556,Aliye,F,SS,28
1557,Alsie,F,SS,1134
1558,Clarince,M,SS,52
1559,Aareona,F,SS,16
1560,Adalei,F,SS,145
1561,Aeralynn,F,SS,57
1562,Bertus,M,SS,179
1563,Alaunna,F,SS,13
1564,Dali,M,SS,70
1565,Dalyce,F,SS,188
1566,Daniyal,M,SS,1013
1567,Breyanne,F,SS,45
1568,Samaire,F,SS,56
1569,Viona,F,SS,2710
1570,Watkins,M,SS,87
1571,Vada,F,SS,78493
1572,Wuilber,M,SS,13
1573,Venus,M,SS,359
1574,Todo,M,SS,19
1575,Toronda,F,SS,180
1576,Stefhon,M,SS,14
1577,Sylena,F,SS,917
1578,Saevon,M,SS,46
1579,Sallyann,F,SS,3449
1580,Detrich,M,SS,323
1581,Nijah,M,SS,292
1582,Mclean,F,SS,29
1583,Pittman,M,SS,60
1584,Nataly,M,SS,26
1585,Nunzio,M,SS,7611
1586,Liannette,F,SS,16
1587,Lillyahna,F,SS,76
1588,Mya,M,SS,125
1589,Luverne,F,SS,4333
1590,Lyron,M,SS,14
1591,Macy,M,SS,2368
1592,Helenmae,F,SS,45
1593,Keiann,F,SS,14
1594,Keishla,F,SS,805
1595,Kyan,F,SS,293
1596,Lakenya,F,SS,4699
1597,Jnaiya,F,SS,13
1598,Alda,F,SS,42656
1599,Fahtima,F,SS,16
1600,Gail,F,SS,622146
1601,Chazmine,F,SS,93
1602,Jubril,M,SS,63
1603,Justess,F,SS,46
1604,Annettia,F,SS,14
1605,Emilianna,F,SS,153
1606,Emmalie,F,SS,1423
1607,Dymond,F,SS,4581
1608,Eden,F,SS,53137
1609,Eira,F,SS,276
1610,Aryn,F,SS,6056
1611,Avala,F,SS,13
1612,Chrystal,F,SS,49355
1613,Adonys,M,SS,337
1614,Daishae,F,SS,14
1615,Darik,M,SS,1390
1616,Shonte,F,SS,2903
1617,Mellisia,F,SS,30
1618,Sharay,M,SS,15
1619,Shealynn,F,SS,1624
1620,Santino,M,SS,14371
1621,Sareli,F,SS,44
1622,Ulysses,M,SS,79695
1623,Zari,F,SS,1407
1624,Nakye,M,SS,60
1625,Omyra,F,SS,37
1626,Reem,F,SS,5239
1627,Soraiya,F,SS,69
1628,Taiwo,F,SS,143
1629,Shalliyah,F,SS,13
1630,Lashaon,F,SS,17
1631,Lorman,M,SS,30
1632,Lorrisa,F,SS,14
1633,Lorryn,F,SS,103
1634,Paycie,F,SS,13
1635,Quinterria,F,SS,42
1636,Karlena,F,SS,681
1637,Katieann,F,SS,768
1638,Nkosi,M,SS,814
1639,Mathu,M,SS,29
1640,Maya,M,SS,358
1641,Mckenzi,F,SS,4157
1642,Kolden,M,SS,362
1643,Konstantinos,M,SS,4266
1644,Luddie,M,SS,104
1645,Arrionna,F,SS,342
1646,Audrianna,F,SS,7958
1647,Bethina,F,SS,56
1648,Codyallen,M,SS,16
1649,Cordairo,M,SS,87
1650,Elger,M,SS,124
1651,Tangia,F,SS,206
1652,Tayven,M,SS,982
1653,Teaunna,F,SS,97
1654,Ujala,F,SS,13
1655,Vance,F,SS,812
1656,Zriyah,F,SS,95
1657,Zyeire,M,SS,14
1658,Sharlett,F,SS,286
1659,Shigeo,M,SS,2063
1660,Qualon,M,SS,51
1661,Renauld,M,SS,114
1662,Sophee,F,SS,485
1663,Rakiya,F,SS,921
1664,Zandria,F,SS,1298
1665,Tyneika,F,SS,16
1666,Manina,F,SS,95
1667,Mari,F,SS,42321
1668,Marlecia,F,SS,14
1669,Shulamit,F,SS,227
1670,Maizey,F,SS,329
1671,Makda,F,SS,134
1672,Leedward,M,SS,16
1673,Letrecia,F,SS,13
1674,Kirolos,M,SS,49
1675,Kobby,M,SS,29
1676,Noreene,F,SS,596
1677,Donnika,F,SS,230
1678,Jacarla,F,SS,14
1679,Jacorey,M,SS,4594
1680,Lylybell,F,SS,26
1681,Joemar,M,SS,93
1682,Johnluke,M,SS,376
1683,Pamlea,F,SS,277
1684,Jacquoline,F,SS,27
1685,Jaskaran,M,SS,849
1686,Bartek,M,SS,155
1687,Everlina,F,SS,1287
1688,Feyisayo,F,SS,13
1689,Iyone,F,SS,30
1690,Hae,F,SS,344
1691,Anike,F,SS,53
1692,Annabela,F,SS,16
1693,Annick,F,SS,454
1694,Dejhon,M,SS,48
1695,Elsiemae,F,SS,45
1696,Adaiah,M,SS,58
1697,Adebowale,M,SS,53
1698,Airic,M,SS,87
1699,Darion,F,SS,1492
1700,Davd,M,SS,76
1701,Dayland,M,SS,14
1702,Aythan,M,SS,60
1703,Bianet,F,SS,13
1704,Blain,M,SS,6419
1705,Alliana,F,SS,892
1706,Aayden,F,SS,14
1707,Aerial,M,SS,15
1708,Michala,F,SS,4095
1709,Terraine,F,SS,14
1710,Savonia,F,SS,18
1711,Seanan,M,SS,48
1712,Tylasia,F,SS,319
1713,Vedaant,M,SS,55
1714,Shalona,F,SS,319
1715,Sharareh,F,SS,29
1716,Myrella,F,SS,173
1717,Nelliemae,F,SS,70
1718,Okeema,F,SS,17
1719,Rhys,M,SS,12415
1720,Rowynn,F,SS,202
1721,Wani,M,SS,18
1722,Delona,F,SS,825
1723,Demetris,M,SS,6733
1724,Marcas,M,SS,579
1725,Marcita,F,SS,104
1726,Shterna,F,SS,458
1727,Patrese,F,SS,351
1728,Macallan,M,SS,227
1729,Mahadi,M,SS,14
1730,Johnlucas,M,SS,14
1731,Jenene,F,SS,1601
1732,Karyne,F,SS,59
1733,Nikkos,M,SS,24
1734,Julessa,F,SS,26
1735,Kahlilah,F,SS,152
1736,Kaian,M,SS,111
1737,Kazuyuki,M,SS,43
1738,Lanayshia,F,SS,13
1739,Gearld,M,SS,15178
1740,Deilany,F,SS,17
1741,Gilberto,M,SS,79360
1742,Gould,M,SS,141
1743,Janiia,F,SS,13
1744,Jarez,M,SS,46
1745,Joshuajames,M,SS,215
1746,Dawsyn,F,SS,260
1747,Harlyn,M,SS,877
1748,Aniyah,M,SS,13
1749,Annalina,F,SS,287
1750,Anre,M,SS,14
1751,Anyi,F,SS,184
1752,Atrina,F,SS,37
1753,Costella,F,SS,1632
1754,Craig,M,SS,832985
1755,Chirley,F,SS,12
1756,Aalaysia,F,SS,210
1757,Adya,F,SS,357
1758,Zenora,F,SS,303
1759,Zianya,F,SS,44
1760,Memorie,F,SS,891
1761,Merilee,F,SS,3305
1762,Merit,M,SS,186
1763,Mirely,F,SS,157
1764,Rashika,F,SS,363
1765,Willella,F,SS,560
1766,Wilmur,M,SS,31
1767,Yosaira,F,SS,13
1768,Tyquasha,F,SS,147
1769,Vermell,F,SS,3144
1770,Nevaehia,F,SS,13
1771,Oriel,M,SS,291
1772,Osama,M,SS,2187
1773,Tove,F,SS,362
1774,Romey,M,SS,1235
1775,Rosyln,F,SS,162
1776,Lemisha,F,SS,14
1777,Lendell,M,SS,2185
1778,Niger,F,SS,78
1779,Deltina,F,SS,12
1780,Nadalie,F,SS,470
1781,Naquitta,F,SS,14
1782,Chenia,F,SS,28
1783,Kalaina,F,SS,46
1784,Kelcea,F,SS,18
1785,Luecille,F,SS,48
1786,Lilyin,F,SS,53
1787,Lejuan,M,SS,551
1788,Gero,M,SS,14
1789,Glendene,F,SS,392
1790,Jamilka,F,SS,14
1791,Beacher,M,SS,343
1792,Foram,F,SS,13
1793,Cashmiere,M,SS,13
1794,Damecia,F,SS,45
1795,Briasha,F,SS,81
1796,Brycyn,M,SS,14
1797,Equasha,F,SS,13
1798,Erix,M,SS,31
1799,Essense,F,SS,217
1800,Cindell,F,SS,14
1801,Alfreda,M,SS,112
1802,Alyssarose,F,SS,14
1803,Addalynn,F,SS,704
1804,Daegan,F,SS,100
1805,Dru,M,SS,5729
1806,Zellamae,F,SS,22
1807,Milburn,M,SS,12706
1808,Taundra,F,SS,111
1809,Taylorjames,M,SS,14
1810,Thair,M,SS,32
1811,Rasheedah,F,SS,2735
1812,Vitas,M,SS,39
1813,Vontae,M,SS,101
1814,Yuvonka,F,SS,17
1815,Tresean,M,SS,1398
1816,Uzma,F,SS,418
1817,Sabrian,F,SS,77
1818,Sandora,F,SS,12
1819,Pearlean,F,SS,4842
1820,Oliviamarie,F,SS,51
1821,Ritchie,M,SS,10549
1822,Roma,F,SS,43169
1823,Derak,M,SS,210
1824,Latera,F,SS,276
1825,Laterrance,M,SS,548
1826,Marreco,M,SS,16
1827,Maika,M,SS,428
1828,Mamoun,M,SS,32
1829,Lusero,F,SS,347
1830,Johnmichael,M,SS,5041
1831,Jeffy,M,SS,137
1832,Maxy,M,SS,17
1833,Maygen,F,SS,1032
1834,Nkem,F,SS,15
1835,Glennwood,M,SS,73
1836,Greysen,M,SS,1616
1837,Jezreel,F,SS,341
1838,Jasee,F,SS,13
1839,Gayane,F,SS,132
1840,Lowanna,F,SS,121
1841,Hawanya,F,SS,70
1842,Aneek,M,SS,20
1843,Emond,M,SS,42
1844,Humberto,F,SS,29
1845,Iratze,F,SS,76
1846,Gerardo,M,SS,129378
1847,Alleisha,F,SS,13
1848,Ammaarah,F,SS,27
1849,Anderzon,M,SS,27
1850,Ellyssa,F,SS,711
1851,Abilio,M,SS,13
1852,Brendaly,F,SS,182
1853,Trysten,F,SS,700
1854,Urania,F,SS,860
1855,Shantalle,F,SS,32
1856,Shingo,M,SS,94
1857,Tareka,F,SS,211
1858,Teletha,F,SS,244
1859,Philippine,F,SS,215
1860,Raeshaun,M,SS,374
1861,Orda,F,SS,91
1862,Yaila,F,SS,41
1863,Treneisha,F,SS,13
1864,Trevor,F,SS,1705
